C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
412,J. Boychu,D,NYI,58,6,12,18,30,10,0,0,2,0,0,0,0,3,0,0,0,141,-8,18,0.3,6,6,
413,C. Wilson,C,COL,56,6,12,18,6,0,0,0,1,5,0,0,0,1,0,0,0,75,-5,18,0.3,2.6,2.6,
414,B. Dumoul,D,PIT,80,5,13,18,30,0,0,0,0,0,0,0,0,1,0,0,0,102,-5,18,0.2,4.1,4.1,
415,R. Callah,RW,OTT,67,5,13,18,29,5,2,0,1,1,1,1,0,0,0,1,0,104,-4,18,0.3,4.7,5.8,
416,A. Stralm,D,FLA,80,4,14,18,18,0,0,0,0,0,0,0,0,0,0,1,0,131,29,18,0.2,5.5,5.5,
417,B. Hunt,D,MIN,45,3,15,18,6,0,0,0,2,10,0,0,0,0,0,0,0,80,-5,18,0.4,0.7,0.7,
418,M. Reilly,D,MON,57,2,16,18,26,0,0,0,0,6,0,0,0,0,0,0,0,65,-5,18,0.3,1.5,1.5,
419,D. Forbor,D,LA,78,1,17,18,49,5,0,0,0,0,0,0,0,0,0,0,0,78,18,18,0.2,2.8,2.53,
420,T. Wingel,RW,BOS,75,9,8,17,45,5,0,0,1,0,2,0,0,1,0,2,0,86,-11,17,0.2,-,-,
421,J. Edmund,D,CAR,69,7,10,17,57,5,0,0,0,0,0,0,0,0,0,1,0,124,-1,17,0.2,3.1,3.1,
422,C. Cizika,C,NYI,64,7,10,17,23,5,0,0,0,0,1,0,0,0,0,1,0,74,-12,17,0.3,3.75,3.35,
423,D. Jaskin,RW,WAS,76,6,11,17,14,0,0,0,0,1,0,0,0,0,0,0,0,124,6,17,0.2,-,-,
424,N. Thomps,C,MON,69,5,12,17,20,0,0,0,0,0,1,0,0,0,0,2,0,53,-1,17,0.2,1,1,
425,J. Oleksi,D,DAL,68,5,12,17,87,35,0,0,1,0,0,0,0,1,0,0,0,81,7,17,0.3,1.96,2.14,
426,A. Rousse,LW,VAN,73,5,12,17,126,30,0,0,0,0,0,0,0,0,0,0,0,85,1,17,0.2,3.8,3,
427,J. Jokine,LW,DET,60,5,12,17,12,0,4,1,0,5,0,0,0,1,0,0,0,73,2,17,0.3,-,-,
428,N. Holden,D,VEG,73,4,13,17,14,0,0,0,0,3,0,0,0,0,0,0,0,80,-5,17,0.2,1.8,2.2,
429,J. Larsso,C,BUF,80,4,13,17,49,0,0,0,0,0,1,1,0,0,0,2,0,86,-30,17,0.2,1.55,1.55,
430,F. Beauch,D,ANA,67,3,14,17,26,0,0,0,0,2,0,1,0,0,0,0,0,93,12,17,0.3,-,-,
431,C. Stewar,RW,PHI,54,10,6,16,27,15,4,3,1,0,0,0,0,1,0,1,0,68,-5,16,0.3,-,-,
432,T. Daley,D,DET,77,9,7,16,36,0,2,0,0,0,1,2,1,4,0,0,0,103,-5,16,0.2,2.2,3.17,
433,N. Yakupo,RW,COL,58,9,7,16,26,0,0,0,3,1,0,0,0,1,0,1,0,94,2,16,0.3,-,-,
434,A. Vermet,C,ANA,64,8,8,16,34,0,2,1,2,0,0,1,0,2,0,1,0,91,-5,16,0.3,-,-,
435,D. Smith-,RW,CAL,75,7,9,16,38,10,0,0,0,0,0,0,0,1,0,1,0,103,-6,16,0.2,-,-,
436,C. Wagner,RW,BOS,79,7,9,16,37,5,0,0,1,2,2,0,0,0,0,0,0,93,-10,16,0.2,1.25,1.25,
437,P. Bellem,C,COL,72,6,10,16,14,0,0,0,0,0,0,0,0,1,0,0,0,92,5,16,0.2,2.15,1.8,
438,S. Weber,D,MON,26,6,10,16,14,0,0,0,2,3,0,1,0,1,0,0,0,75,-8,16,0.6,6,7.86,
439,B. Dubins,C,CLB,62,6,10,16,33,5,1,0,0,1,1,1,0,0,0,0,0,89,-2,16,0.3,5.85,5.85,
440,J. Morrow,D,NYR,56,6,10,16,26,0,0,0,1,4,0,0,0,0,0,0,0,83,-4,16,0.3,-,-,
441,D. Carr,LW,NAS,38,6,10,16,8,0,0,0,2,1,0,0,0,0,0,0,0,52,2,16,0.4,0.7,0.7,
442,J. Erikss,C,MIN,75,6,10,16,22,0,0,0,0,0,0,0,0,0,0,1,0,124,2,16,0.2,1.45,1.49,
443,E. Gustaf,D,CHI,35,5,11,16,6,0,0,0,0,4,0,0,0,0,0,0,0,71,1,16,0.5,1.4,1.2,
444,P. Aberg,LW,TOR,53,4,12,16,10,0,0,0,0,1,0,0,0,3,0,0,0,70,9,16,0.3,0.7,0.7,
445,D. Savard,D,CLB,81,4,12,16,32,0,0,0,0,0,0,1,0,0,0,0,0,145,2,16,0.2,5,4.25,
446,T. van Ri,D,CAR,79,3,13,16,20,0,0,0,0,0,0,0,0,1,0,0,0,111,9,16,0.2,2.5,2.3,
447,M. Pysyk,D,FLA,82,3,13,16,20,0,0,0,0,0,0,0,0,0,0,0,0,106,-8,16,0.2,3.5,2.73,
448,R. Gudas,D,WAS,70,2,14,16,83,15,0,0,0,0,0,1,0,0,0,1,0,142,0,16,0.2,2.5,3.35,
449,K. Miller,D,BOS,68,1,15,16,70,20,0,0,0,0,0,2,0,0,0,0,0,64,16,16,0.2,2.5,2.5,
450,R. Carpen,C,CHI,52,9,6,15,11,5,0,0,0,0,1,0,0,2,0,0,0,85,1,15,0.3,1,1,
451,S. Johns,D,DAL,75,8,7,15,41,15,0,0,0,0,0,1,0,2,0,0,0,121,10,15,0.2,2.8,2.35,
452,D. Staffo,RW,MIN,59,8,7,15,10,0,7,3,4,1,0,0,0,1,0,1,0,102,-20,15,0.3,-,-,
453,T. Nosek,LW,VEG,67,7,8,15,14,0,0,0,0,0,1,1,0,0,0,1,0,92,6,15,0.2,1,1,
454,Z. Girgen,LW,BUF,71,7,8,15,26,0,0,0,0,0,2,0,0,0,0,0,0,113,-12,15,0.2,1.6,1.6,
455,J. Martin,LW,CAR,81,6,9,15,45,5,0,0,0,0,0,1,0,1,0,1,0,112,-24,15,0.2,2,2,
456,B. McNabb,D,VEG,76,5,10,15,52,10,0,0,0,0,0,0,0,1,0,0,0,88,26,15,0.2,2.5,2.5,
457,J. Oester,D,ARI,55,5,10,15,8,0,0,0,1,2,0,0,0,0,0,0,0,99,-11,15,0.3,1.2,1.4,
458,J. Benn,D,VAN,77,4,11,15,34,10,0,0,0,0,0,0,0,0,0,0,0,106,-2,15,0.2,2.4,2,
459,B. Richar,C,ARI,76,3,12,15,45,15,0,0,0,0,0,0,0,0,0,0,0,105,-24,15,0.2,1.4,1.25,
460,M. Grzelc,D,BOS,61,3,12,15,22,0,0,0,0,2,0,0,0,0,0,0,0,82,21,15,0.2,1.4,1.4,
461,P. Nemeth,D,DET,68,3,12,15,41,5,0,0,0,0,0,2,0,0,0,0,0,73,27,15,0.2,3.2,3,
462,B. Coburn,D,TB,72,1,14,15,40,10,0,0,0,0,0,0,0,0,0,0,0,73,3,15,0.2,1.8,1.7,
463,N. Jensen,D,WAS,81,0,15,15,27,5,0,0,0,1,0,0,0,0,0,0,0,107,-8,15,0.2,3,2.5,
464,N. Deslau,LW,ANA,58,10,4,14,55,25,0,0,0,0,0,1,0,1,0,0,0,77,7,14,0.2,0.95,0.95,
465,R. Kesler,C,ANA,44,8,6,14,46,20,0,0,2,0,0,0,0,2,0,0,0,78,-4,14,0.3,6.68,6.88,
466,N. Goldob,RW,VAN,38,8,6,14,6,0,1,0,2,0,0,0,0,0,0,0,0,50,-14,14,0.4,0.9,0.9,
467,B. Goodro,RW,SJ,47,7,7,14,28,10,0,0,0,0,1,0,0,1,0,0,0,57,1,14,0.3,1,0.93,
468,P. Carey,C,BOS,60,7,7,14,20,0,0,0,1,0,1,0,0,1,0,0,0,51,-13,14,0.2,0.7,0.7,
469,B. Ritchi,RW,BOS,71,7,7,14,42,10,0,0,2,1,0,0,0,0,0,0,0,117,1,14,0.2,1,1,
470,S. Wilson,LW,BUF,69,6,8,14,8,0,0,0,0,1,0,0,0,0,0,0,0,98,-20,14,0.2,1.1,1.05,
471,A. Burrow,LW,OTT,71,6,8,14,59,5,1,0,2,1,0,0,0,2,0,1,0,90,-8,14,0.2,-,-,
472,R. Elie,LW,BUF,72,6,8,14,18,0,0,0,0,0,0,0,0,1,0,0,0,70,5,14,0.2,0.7,0.7,
473,S. Kuraly,C,BOS,75,6,8,14,40,10,0,0,0,0,0,1,0,1,0,1,0,134,-5,14,0.2,1.48,1.28,
474,R. Vrbata,RW,FLA,42,5,9,14,16,0,1,0,2,2,0,0,0,0,0,0,1,88,-7,16,0.4,-,-,
475,M. Johans,LW,BUF,29,5,9,14,14,0,0,0,1,2,0,0,0,0,0,0,0,42,-11,14,0.5,5,4.5,
476,J. Roslov,C,WIN,31,5,9,14,2,0,0,0,0,0,0,0,0,1,0,0,0,38,5,14,0.5,0.83,0.89,
477,J. Chychr,D,ARI,50,4,10,14,16,0,0,0,2,2,0,0,0,1,0,0,0,102,2,14,0.3,2.6,4.6,
478,L. Shaw,RW,WIN,72,4,10,14,12,0,1,0,0,0,0,1,0,1,0,0,0,105,-6,14,0.2,0.7,0.7,
479,D. MacKen,C,FLA,75,3,11,14,31,15,0,0,0,0,1,3,0,0,0,0,0,86,-9,14,0.2,-,-,
480,C. Djoos,D,WAS,63,3,11,14,10,0,0,0,0,0,0,0,0,0,0,0,0,60,13,14,0.2,1.25,1.25,
481,L. Sbisa,D,NYI,30,2,12,14,15,5,0,0,0,0,0,1,0,0,0,0,0,26,8,14,0.5,-,-,
482,J. Hansen,RW,SJ,46,2,12,14,15,5,0,0,0,0,0,1,0,2,0,0,0,54,2,14,0.3,-,-,
483,C. Murphy,D,CHI,76,2,12,14,34,10,0,0,0,0,0,0,0,0,0,0,0,109,-3,14,0.2,4.4,3.85,
484,B. Chiaro,D,MON,57,2,12,14,32,0,0,0,0,0,0,0,0,0,0,0,0,57,15,14,0.2,3.5,3.5,
485,N. Pionk,D,WIN,28,1,13,14,12,0,0,0,0,5,0,0,0,0,0,0,0,54,-1,14,0.5,2.85,3,
486,I. Barbas,C,STL,53,7,6,13,4,0,0,0,0,0,0,0,0,1,0,0,0,45,-1,13,0.2,1.48,1.48,
487,M. Hendri,C,WIN,60,5,8,13,39,25,1,0,0,0,0,0,0,0,0,0,0,56,-1,13,0.2,-,-,
488,P. Di Giu,LW,NYR,49,5,8,13,17,5,1,1,0,0,0,0,0,1,0,0,0,64,0,13,0.3,0.7,0.7,
489,N. Zaitse,D,OTT,60,5,8,13,31,5,0,0,0,0,0,0,0,1,0,0,0,54,8,13,0.2,4.5,4.5,
490,R. Bortuz,D,STL,72,4,9,13,41,5,0,0,0,0,0,0,0,1,0,0,0,76,11,13,0.2,1.38,1.38,
491,A. Larsso,D,EDM,63,4,9,13,34,0,0,0,0,0,0,0,0,1,0,0,0,92,10,13,0.2,5.05,4.17,
492,G. Hathaw,RW,WAS,59,4,9,13,88,30,0,0,0,0,1,0,0,0,0,0,0,68,3,13,0.2,2,1.5,
493,J. Hayden,RW,NJ,47,4,9,13,54,20,0,0,0,0,1,0,0,0,0,0,0,56,-4,13,0.3,0.8,0.75,
494,M. Barber,D,COL,46,3,10,13,31,5,0,0,0,1,1,1,0,1,0,1,0,52,6,13,0.3,1.45,1.45,
495,G. Forsli,D,CAR,41,3,10,13,8,0,0,0,1,3,0,1,1,1,0,0,0,82,-2,13,0.3,0.87,0.87,
496,C. Folin,D,MON,65,3,10,13,30,10,0,0,0,0,0,1,0,0,0,0,0,58,1,13,0.2,0.8,0.8,
497,J. Ericss,D,DET,81,3,10,13,47,5,0,0,0,0,0,1,0,0,0,0,0,86,-7,13,0.2,4.25,4.25,
498,A. Greene,D,NJ,81,3,10,13,21,5,0,0,0,0,0,0,0,0,0,0,0,93,-9,13,0.2,5,5,
499,J. Chimer,LW,ANA,74,3,10,13,37,5,0,0,0,0,0,0,0,0,0,0,0,79,-12,13,0.2,-,-,
500,A. Petrov,D,BOS,67,2,11,13,98,30,0,0,0,0,0,0,0,1,0,0,0,60,-2,13,0.2,-,-,
501,G. Patery,D,MIN,73,1,12,13,50,10,0,0,0,0,0,0,0,0,0,0,0,100,6,13,0.2,2.25,2.25,
502,T. Dermot,D,TOR,37,1,12,13,8,0,0,0,0,0,0,0,0,0,0,0,0,54,16,13,0.4,0.83,0.86,
503,M. Paajar,LW,OTT,79,8,4,12,12,0,0,0,0,0,0,0,0,0,0,0,0,126,-11,12,0.2,-,-,
504,C. Conach,C,TB,36,8,4,12,24,0,1,0,1,0,0,0,1,2,0,0,0,45,0,12,0.3,0.7,0.7,
505,M. Granlu,LW,EDM,53,8,4,12,8,0,2,1,2,1,2,0,0,1,0,0,0,93,-10,12,0.2,1.3,1.3,
506,A. Slepys,LW,EDM,50,6,6,12,8,0,0,0,0,0,0,0,0,0,0,0,0,73,-4,12,0.2,-,-,
507,D. Moore,C,TOR,50,6,6,12,16,0,0,0,0,0,0,1,0,0,0,0,0,46,3,12,0.2,-,-,
508,D. DeKeys,D,DET,65,6,6,12,28,0,0,0,0,0,0,0,0,0,0,0,0,65,2,12,0.2,5.5,5,
509,J. Ward,RW,MON,52,5,7,12,20,0,0,0,0,0,0,0,0,2,0,2,0,40,-2,12,0.2,-,-,
510,A. Bjork,LW,BOS,30,4,8,12,6,0,0,0,2,1,0,0,0,0,0,0,0,30,2,12,0.4,0.93,0.93,
511,D. Simon,RW,PIT,33,4,8,12,16,0,0,0,0,0,0,0,0,0,0,0,0,36,2,12,0.4,0.75,0.75,
512,C. Carric,D,NJ,47,4,8,12,27,5,0,0,1,1,0,0,0,3,0,0,0,55,5,12,0.3,1.5,1.5,
513,J. De La ,C,DET,55,4,8,12,29,5,0,0,0,0,1,0,0,0,0,0,0,53,-2,12,0.2,0.95,0.9,
514,M. Stajan,C,CAL,68,4,8,12,28,0,0,0,0,0,0,0,0,1,0,0,0,65,4,12,0.2,-,-,
515,C. Brickl,LW,NYR,44,4,8,12,19,5,0,0,0,0,0,0,0,2,0,0,0,62,-6,12,0.3,-,-,
516,J. McCabe,D,BUF,53,3,9,12,26,10,0,0,1,0,0,0,0,0,0,0,0,53,-11,12,0.2,2.85,2.85,
517,J. Ryan,D,LA,62,3,9,12,8,0,0,0,0,0,0,1,0,1,0,0,0,79,13,12,0.2,0.73,0.73,
518,M. Martin,LW,NYI,50,3,9,12,50,30,0,0,0,0,0,0,0,0,0,0,0,46,0,12,0.2,1.75,2.5,
519,R. Polak,D,DAL,54,2,10,12,46,0,0,0,0,0,0,0,0,0,0,0,0,47,5,12,0.2,1.75,1.75,
520,C. Lazar,C,BUF,65,2,10,12,23,5,0,0,0,0,0,0,0,1,0,0,0,65,-8,12,0.2,0.7,0.7,
521,S. Mayfie,D,NYI,47,2,10,12,45,5,0,0,0,0,0,0,0,0,0,0,0,58,-6,12,0.3,1.2,1.45,
522,J. Ho-San,RW,NYI,22,2,10,12,2,0,0,0,0,1,0,0,0,0,0,0,0,18,-7,12,0.5,0.87,0.87,
523,R. Murray,D,CLB,44,1,11,12,8,0,0,0,0,0,0,0,0,0,0,0,0,34,4,12,0.3,4.5,4.6,
524,C. de Haa,D,CHI,33,1,11,12,8,0,0,0,0,0,0,0,0,0,0,0,0,44,11,12,0.4,4.7,4.55,
525,K. Alzner,D,MON,82,1,11,12,40,10,0,0,0,0,0,1,0,0,0,0,0,84,-7,12,0.1,4.63,4.63,
526,M. Bowey,D,DET,51,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,47,-3,12,0.2,1,1,
527,N. Acciar,C,FLA,60,10,1,11,9,5,0,0,0,0,1,0,0,0,0,1,0,66,-6,11,0.2,2,1.67,
528,O. Lindbe,LW,OTT,63,9,2,11,14,0,0,0,0,0,0,0,0,0,0,1,0,81,-11,11,0.2,-,-,
529,T. Mitche,C,LA,60,6,5,11,30,0,0,0,0,0,0,1,0,0,0,0,0,55,-5,11,0.2,-,-,
530,G. Smith,C,TB,46,6,5,11,17,5,0,0,0,0,0,0,0,0,0,0,0,42,5,11,0.2,0.7,0.7,
531,A. Cirell,C,TB,18,5,6,11,6,0,0,0,0,0,0,1,0,0,0,0,0,26,11,11,0.6,0.7,0.73,
532,G. Bourqu,LW,WIN,58,5,6,11,12,0,0,0,0,0,0,0,0,1,0,0,0,44,-6,11,0.2,0.7,0.7,
533,J. Archib,RW,EDM,42,5,6,11,25,5,0,0,0,0,0,0,0,0,0,0,0,42,-2,11,0.3,1,1,
534,D. Kampf,C,CHI,46,4,7,11,12,0,0,0,0,0,0,0,0,0,0,0,0,46,-9,11,0.2,1,1,
535,A. Borgma,D,STL,48,3,8,11,28,0,0,0,0,0,0,0,0,0,0,0,0,46,4,11,0.2,0.7,0.7,
536,J. Dotchi,D,STL,48,3,8,11,38,10,0,0,0,0,0,1,0,0,0,0,0,48,17,11,0.2,0.7,0.7,
537,T. Heed,D,SJ,29,3,8,11,8,0,2,1,2,3,0,0,0,2,0,0,0,51,0,11,0.4,0.96,0.96,
538,D. Kuliko,D,WIN,62,3,8,11,22,0,0,0,0,0,0,0,0,1,0,0,0,48,6,11,0.2,4.33,4.33,
539,B. Froese,C,CAL,48,3,8,11,26,0,0,0,0,0,0,0,0,0,0,0,0,49,0,11,0.2,0.7,0.7,
540,M. Borowi,D,OTT,52,3,8,11,64,30,0,0,0,0,0,0,0,0,0,0,0,66,-6,11,0.2,1.2,1.2,
541,J. Johnso,D,PIT,77,3,8,11,22,0,3,2,0,0,0,0,0,1,0,0,0,88,-6,11,0.1,4,3.25,
542,C. Tanev,D,VAN,42,2,9,11,8,0,0,0,0,0,0,2,0,0,0,0,0,31,7,11,0.3,5.25,4.45,
543,T. Steche,D,VAN,68,1,10,11,35,5,0,0,0,1,0,1,0,0,0,0,0,94,-7,11,0.2,2.33,2.33,
544,T. Hamoni,D,CAL,74,1,10,11,79,35,0,0,0,0,0,0,0,0,0,0,0,107,-9,11,0.1,4.88,3.86,
545,F. Vatran,C,FLA,41,7,3,10,34,0,1,0,0,0,0,0,0,0,0,0,0,72,3,10,0.2,2.53,2.53,
546,K. Cliffo,LW,LA,50,6,4,10,48,10,0,0,0,0,0,0,0,0,0,1,0,81,-4,10,0.2,1.9,1.6,
547,T. Jurco,LW,EDM,29,6,4,10,12,0,1,0,0,0,0,0,0,1,0,0,0,44,1,10,0.3,0.75,0.75,
548,C. DiDome,LW,CHI,24,6,4,10,8,0,2,0,2,2,0,0,0,0,0,0,0,23,-4,10,0.4,-,-,
549,M. Hanzal,C,DAL,38,5,5,10,23,0,0,0,2,1,0,0,0,1,0,1,0,62,-14,10,0.3,4,4.75,
550,R. Reaves,RW,VEG,79,4,6,10,94,30,0,0,0,0,0,0,0,1,0,0,0,42,-7,10,0.1,2.78,2.78,
551,M. Hunwic,D,BUF,42,4,6,10,21,5,0,0,0,0,1,0,1,1,0,0,0,52,-4,10,0.2,1.75,2.25,
552,M. Stone,D,CAL,82,3,7,10,28,0,0,0,0,1,0,0,0,0,0,0,0,98,-11,10,0.1,0.7,0.7,
553,M. Kempny,D,WAS,53,3,7,10,26,0,0,0,0,0,0,0,0,0,0,0,0,82,14,10,0.2,2.7,2.5,
554,S. Santin,D,NAS,36,2,8,10,21,5,0,0,0,0,0,1,0,0,0,0,0,56,0,10,0.3,1.5,1.42,
555,T. Sanhei,D,PHI,49,2,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,72,-6,10,0.2,3.25,3.25,
556,B. Orpik,D,WAS,81,0,10,10,68,10,0,0,0,0,0,0,0,0,0,0,0,54,-9,10,0.1,-,-,
557,V. Antipi,D,BUF,47,0,10,10,18,0,0,0,0,1,0,0,0,0,0,0,0,40,-9,10,0.2,-,-,
558,D. Dorset,RW,VAN,20,7,2,9,74,20,0,0,0,0,2,0,0,1,0,1,0,26,-1,9,0.4,-,-,
559,K. Kapane,RW,TOR,38,7,2,9,4,0,1,0,0,0,1,0,0,1,0,0,0,55,-1,9,0.2,4.4,3.2,
560,C. Gunnar,D,STL,63,5,4,9,22,0,0,0,0,0,0,0,0,2,0,0,0,59,15,9,0.1,1.75,1.75,
561,R. Donato,C,MIN,12,5,4,9,2,0,1,1,2,2,0,0,0,0,0,0,0,24,2,9,0.8,1.9,1.9,
562,T. Rattie,RW,EDM,14,5,4,9,2,0,0,0,0,0,0,0,0,1,0,1,0,32,1,9,0.6,-,-,
563,C. Paquet,C,TB,56,5,4,9,41,5,0,0,0,1,0,0,0,2,0,0,0,64,-5,9,0.2,1.65,1.65,
564,D. Archib,RW,TOR,27,4,5,9,14,10,0,0,0,0,1,0,0,0,0,0,0,28,-1,9,0.3,-,-,
565,D. Strome,C,CHI,21,4,5,9,8,0,0,0,1,0,0,0,0,0,0,0,0,30,4,9,0.4,0.83,0.86,
566,J. Hayes,RW,PIT,33,3,6,9,6,0,0,0,1,0,0,0,0,2,0,0,0,37,-2,9,0.3,-,-,
567,T. Thomps,RW,BUF,41,3,6,9,12,0,0,0,0,1,0,0,0,0,0,0,0,55,-12,9,0.2,0.93,0.93,
568,L. Bouma,LW,LA,53,3,6,9,36,10,0,0,0,1,0,0,0,1,0,0,0,56,1,9,0.2,-,-,
569,L. Stempn,RW,BOS,37,3,6,9,4,0,0,0,1,0,0,0,0,0,0,0,0,41,-8,9,0.2,-,-,
570,M. Haley,C,NYR,75,3,6,9,212,110,0,0,0,0,0,0,0,1,0,0,0,55,-13,9,0.1,-,-,
571,A. Andreo,LW,PHI,45,3,6,9,50,30,0,0,0,0,0,0,0,2,0,0,0,47,-6,9,0.2,0.75,0.75,
572,R. Hagg,D,PHI,70,3,6,9,32,0,0,0,0,0,0,0,0,0,0,0,0,89,5,9,0.1,1.3,1.15,
573,Y. Auvitu,D,EDM,33,3,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,69,4,9,0.3,-,-,
574,N. Prosse,D,PHI,57,3,6,9,19,5,0,0,0,0,1,0,0,1,0,0,0,27,8,9,0.2,0.7,0.7,
575,O. Fanten,D,VAN,27,2,7,9,11,5,0,0,0,4,0,0,0,0,0,0,0,33,2,9,0.3,0.85,0.85,
576,N. Hjalma,D,ARI,48,1,8,9,18,0,1,0,0,1,0,0,0,0,0,0,0,32,-3,9,0.2,6,5,
577,N. Beauli,D,WIN,59,1,8,9,36,20,0,0,0,1,0,0,0,0,0,0,0,67,-19,9,0.2,1,1,
578,B. Nieves,C,NYR,28,1,8,9,12,0,0,0,0,0,0,0,0,0,0,0,0,23,6,9,0.3,0.7,0.7,
579,A. Emelin,D,NAS,76,1,8,9,40,0,0,0,0,0,0,0,0,0,0,0,0,59,9,9,0.1,-,-,
580,A. Biega,D,VAN,44,1,8,9,32,0,0,0,0,0,0,1,0,1,0,0,0,79,3,9,0.2,0.7,0.83,
581,L. Sedlak,C,CLB,53,4,4,8,21,5,0,0,0,0,0,0,0,0,0,1,0,50,-3,8,0.2,-,-,
582,D. Weise,RW,MON,46,4,4,8,21,5,0,0,0,0,0,0,0,0,0,0,0,44,-7,8,0.2,1.75,2.35,
583,J. Oduya,D,PHI,52,4,4,8,32,0,0,0,0,0,0,0,0,0,0,0,0,59,1,8,0.2,-,-,
584,S. Koekko,D,CHI,35,4,4,8,18,0,0,0,0,0,0,0,0,1,0,0,0,43,4,8,0.2,0.93,0.93,
585,J. Nolan,C,STL,69,4,4,8,69,15,0,0,0,0,0,0,0,0,0,0,0,50,-13,8,0.1,0.7,0.7,
586,M. Amadio,C,LA,37,4,4,8,8,0,0,0,1,2,0,0,0,0,0,0,0,28,-2,8,0.2,0.7,0.7,
587,K. Verste,RW,CHI,24,3,5,8,6,0,2,0,1,4,0,0,0,1,0,0,0,49,-8,8,0.3,-,-,
588,C. Nelson,D,BUF,37,3,5,8,8,0,0,0,0,0,1,1,0,0,0,0,0,48,-14,8,0.2,0.83,0.81,
589,C. Widema,D,ANA,16,3,5,8,6,0,0,0,2,0,0,0,0,0,0,0,0,24,5,8,0.5,0.7,0.7,
590,J. Lehter,C,PHI,62,3,5,8,14,0,0,0,0,0,1,0,0,0,0,0,0,45,-8,8,0.1,-,-,
591,M. Irwin,D,NAS,50,2,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,62,2,8,0.2,0.7,0.68,
592,B. Lovejo,D,DAL,57,2,6,8,25,5,0,0,0,0,0,1,0,0,0,0,0,74,7,8,0.1,-,-,
593,M. Weegar,D,FLA,60,2,6,8,32,10,0,0,0,0,0,0,0,0,0,0,0,58,5,8,0.1,1.6,1.6,
594,B. Kulak,D,MON,71,2,6,8,27,5,0,0,0,0,0,0,0,0,0,0,0,73,-3,8,0.1,1.95,1.85,
595,M. Saloma,RW,NAS,58,2,6,8,34,0,0,0,0,0,0,0,0,0,0,0,0,51,-8,8,0.1,0.75,0.75,
596,T. Kuhnha,RW,NYI,69,2,6,8,6,0,0,0,0,1,0,1,0,1,0,0,0,63,-6,8,0.1,0.85,0.85,
597,J. Jerabe,D,STL,36,2,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,33,-2,8,0.2,-,-,
598,M. Staal,D,NYR,72,1,7,8,18,0,0,0,0,0,0,0,0,0,0,0,0,68,11,8,0.1,5,5.7,
599,B. Smith,D,NYR,44,1,7,8,69,10,0,0,0,1,0,0,0,0,0,0,0,66,2,8,0.2,4.53,4.35,
600,H. Fleury,D,CAR,67,0,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,86,-2,8,0.1,0.85,0.85,
601,T. DeAnge,D,NYR,32,0,8,8,11,5,0,0,0,6,0,0,0,0,0,0,0,68,-18,8,0.3,0.93,0.93,
602,A. Sekera,D,DAL,36,0,8,8,6,0,0,0,0,2,0,0,0,0,0,0,0,36,-15,8,0.2,1.5,1.5,
603,K. Bieksa,D,ANA,59,0,8,8,83,25,0,0,0,2,0,0,0,0,0,0,0,66,-13,8,0.1,-,-,
604,G. Olofss,D,MON,41,0,8,8,14,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,0.2,0.7,0.7,
605,K. Roy,LW,FLA,25,6,1,7,6,0,2,0,1,0,0,0,0,1,0,0,0,26,3,7,0.3,0.85,0.85,
606,Z. Rinald,LW,CAL,53,5,2,7,44,20,0,0,0,0,0,0,0,0,0,0,0,56,-7,7,0.1,-,-,
607,M. Sorens,LW,SJ,32,5,2,7,5,5,0,0,0,0,0,0,0,1,0,0,0,25,-5,7,0.2,1.5,1.5,
608,T. Motte,C,VAN,46,5,2,7,6,0,0,0,0,0,0,0,0,0,0,2,0,64,-4,7,0.2,0.98,0.98,
609,B. Davids,D,CAL,51,4,3,7,23,5,0,0,0,0,0,1,0,0,0,0,0,63,-13,7,0.1,0.7,0.7,
610,V. Zykov,LW,VEG,10,3,4,7,2,0,0,0,0,0,0,0,0,1,0,0,0,18,4,7,0.7,0.7,0.68,
611,T. Fritz,C,NYI,34,3,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,27,-3,7,0.2,0.7,0.7,
612,J. Nordst,C,BOS,75,2,5,7,6,0,0,0,0,0,0,0,0,0,0,1,0,97,-11,7,0.1,1.1,1,
613,B. Gionta,RW,BOS,20,2,5,7,2,0,0,0,1,2,0,0,0,1,0,0,0,42,-1,7,0.3,-,-,
614,J. Bouwme,D,STL,35,2,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,45,5,7,0.2,3.25,3.25,
615,A. Sustr,D,ANA,44,2,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,45,-5,7,0.2,-,-,
616,J. Brown,RW,MIN,47,2,5,7,24,20,0,0,0,0,0,0,0,1,0,0,0,40,-5,7,0.1,0.7,0.69,
617,C. Thorbu,RW,STL,50,1,6,7,60,40,0,0,0,0,0,0,0,0,0,0,0,35,-4,7,0.1,-,-,
