C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
422,O. Kase,RW,ANA,53,5,10,15,18,0,3,2,0,0,0,0,1,2,0,0,0,77,-1,15,0.3,2.6,2.6,
423,A. Duclai,LW,OTT,58,5,10,15,14,0,6,2,0,2,0,0,0,1,0,0,0,76,-7,15,0.3,1.65,1.65,
424,D. Girard,D,TB,63,4,11,15,16,0,0,0,0,0,1,1,0,3,0,0,0,56,8,15,0.2,-,-,
425,M. Stone,D,CAL,64,3,12,15,32,0,0,0,1,4,0,0,0,0,0,0,0,81,0,15,0.2,0.7,0.7,
426,M. Bennin,D,EDM,62,3,12,15,29,5,0,0,1,2,0,0,0,0,0,0,0,69,8,15,0.2,2,1.9,
427,J. Edmund,D,CAR,69,3,12,15,60,20,0,0,0,0,0,0,0,1,0,0,0,81,11,15,0.2,3.1,3.1,
428,J. Bouwme,D,STL,81,1,14,15,28,0,0,0,0,1,0,0,0,0,0,0,0,106,6,15,0.2,3.25,3.25,
429,B. Dumoul,D,PIT,70,1,14,15,14,0,0,0,0,4,0,0,0,0,0,0,0,78,0,15,0.2,4.1,4.1,
430,B. Poulio,LW,BUF,67,8,6,14,34,0,0,0,0,0,0,0,0,1,0,0,0,77,-5,14,0.2,-,-,
431,T. Schall,C,VAN,59,7,7,14,23,5,0,0,0,0,0,0,0,2,0,0,0,89,-6,14,0.2,1.9,1.9,
432,N. Bjugst,C,PIT,54,7,7,14,22,0,3,0,1,2,0,0,0,1,0,0,0,91,-19,14,0.3,5,4.1,
433,V. Hinost,RW,ARI,49,6,8,14,17,5,0,0,0,0,0,0,0,2,0,0,0,76,-1,14,0.3,1.5,1.5,
434,C. Soderb,C,ARI,80,6,8,14,22,0,0,0,1,1,0,0,0,0,0,0,0,128,-26,14,0.2,4,4.75,
435,D. Deshar,C,NYR,49,6,8,14,12,0,1,0,0,2,0,0,0,1,0,0,0,46,4,14,0.3,-,-,
436,T. DeAnge,D,NYR,39,5,9,14,37,0,1,1,2,6,0,0,0,1,0,0,0,60,-13,14,0.4,0.93,0.93,
437,L. Glende,C,DET,74,3,11,14,26,0,0,0,0,1,0,0,0,0,0,1,0,76,-10,14,0.2,1.7,1.8,
438,M. Irwin,D,NAS,74,3,11,14,26,0,0,0,0,0,0,2,0,1,0,0,0,98,15,14,0.2,0.7,0.68,
439,K. Bieksa,D,ANA,81,3,11,14,63,25,1,0,1,2,0,0,0,1,0,0,0,94,0,14,0.2,-,-,
440,T. Hamoni,D,CAL,49,3,11,14,60,20,0,0,0,1,0,0,0,0,0,0,0,74,-21,14,0.3,4.88,3.86,
441,A. Sustr,D,ANA,80,3,11,14,43,5,0,0,0,0,0,0,0,1,0,0,0,93,-10,14,0.2,-,-,
442,K. Klein,D,NYR,60,3,11,14,31,15,0,0,0,1,0,1,0,0,0,0,0,54,5,14,0.2,-,-,
443,T. Enstro,D,WIN,60,1,13,14,42,0,0,0,0,6,1,0,0,0,0,0,0,46,-7,14,0.2,-,-,
444,A. Petrov,D,BOS,49,1,13,14,79,15,0,0,0,0,0,0,0,0,0,0,0,55,-1,14,0.3,-,-,
445,P. Postma,D,BOS,65,1,13,14,15,0,0,0,0,0,0,0,0,0,0,0,0,50,3,14,0.2,-,-,
446,B. Orpik,D,WAS,79,0,14,14,48,10,0,0,0,0,0,0,0,0,0,0,0,93,32,14,0.2,-,-,
447,M. Paajar,LW,OTT,32,8,5,13,6,0,0,0,1,0,0,0,0,3,0,0,0,51,9,13,0.4,-,-,
448,L. Sedlak,C,CLB,62,7,6,13,25,5,0,0,0,0,1,0,0,0,0,0,0,57,10,13,0.2,-,-,
449,R. Reaves,RW,VEG,80,7,6,13,104,30,0,0,0,0,0,0,0,1,0,0,0,58,4,13,0.2,2.78,2.78,
450,M. Nieto,LW,COL,59,7,6,13,8,0,0,0,0,0,0,1,0,1,0,1,0,85,-12,13,0.2,1.98,1.98,
451,C. Miller,D,BUF,61,6,7,13,55,10,0,0,1,1,0,0,0,0,0,0,0,85,0,13,0.2,3.88,3.88,
452,O. Bjorks,RW,CLB,26,6,7,13,6,0,0,0,0,0,0,0,0,2,0,0,0,55,4,13,0.5,2.5,2.5,
453,J. Schroe,LW,CHI,37,6,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,13,0.4,-,-,
454,T. Ennis,RW,OTT,51,5,8,13,12,0,1,0,0,3,0,0,0,1,0,0,0,89,-10,13,0.3,0.8,0.8,
455,A. Czarni,C,CAL,49,5,8,13,12,0,1,0,0,3,0,0,0,1,0,0,0,66,-10,13,0.3,1.25,1.25,
456,A. Greene,D,NJ,66,4,9,13,8,0,0,0,1,3,1,0,1,1,0,1,0,83,-16,13,0.2,5,5,
457,N. Jensen,D,WAS,49,4,9,13,12,0,0,0,0,0,0,1,0,0,0,0,0,59,-7,13,0.3,3,2.5,
458,J. Braun,D,PHI,81,4,9,13,28,0,0,0,0,0,0,2,0,0,0,0,0,95,1,13,0.2,3.8,3.8,
459,M. Scande,D,BUF,71,4,9,13,25,5,0,0,0,0,0,0,0,0,0,0,0,88,-2,13,0.2,4.75,4,
460,K. Miller,D,BOS,58,3,10,13,50,20,0,0,0,0,0,1,0,1,0,0,0,49,1,13,0.2,2.5,2.5,
461,K. Alzner,D,MON,82,3,10,13,28,0,0,0,0,0,0,0,0,0,0,1,0,81,23,13,0.2,4.63,4.63,
462,M. Barber,D,COL,60,2,11,13,14,0,0,0,1,3,0,0,0,0,0,0,0,80,-5,13,0.2,1.45,1.45,
463,R. Sheaha,C,EDM,80,2,11,13,14,0,1,0,1,2,0,0,0,0,0,0,0,109,-29,13,0.2,0.9,0.9,
464,L. Sbisa,D,NYI,82,2,11,13,40,10,0,0,0,0,0,0,0,1,0,0,0,75,-1,13,0.2,-,-,
465,N. Kronwa,D,DET,57,2,11,13,32,0,0,0,0,6,0,0,0,0,0,0,0,67,-7,13,0.2,-,-,
466,N. Petan,LW,TOR,54,1,12,13,12,0,0,0,0,8,0,0,0,0,0,0,0,57,-13,13,0.2,0.78,0.78,
467,K. Russel,D,EDM,68,1,12,13,23,5,0,0,0,1,0,0,0,1,0,0,0,68,5,13,0.2,4,4,
468,F. Tyutin,D,COL,69,1,12,13,38,0,0,0,0,0,0,0,0,0,0,0,0,46,-25,13,0.2,-,-,
469,S. Matthi,C,WIN,45,8,4,12,13,5,0,0,0,0,1,0,0,1,0,0,0,51,0,12,0.3,-,-,
470,J. Weal,C,MON,23,8,4,12,10,0,3,2,1,0,0,0,0,1,0,0,0,49,5,12,0.5,1.3,1.4,
471,J. Nordst,C,BOS,82,7,5,12,17,5,0,0,0,0,1,0,0,2,0,0,0,104,-12,12,0.1,1.1,1,
472,T. Wingel,RW,BOS,73,7,5,12,27,5,0,0,0,0,0,0,0,2,0,0,0,81,-11,12,0.2,-,-,
473,K. Cliffo,LW,LA,73,6,6,12,92,55,0,0,0,0,0,0,0,0,0,1,0,122,-2,12,0.2,1.9,1.6,
474,P. Hollan,C,NYR,48,5,7,12,22,0,3,1,1,0,0,0,0,0,0,0,0,79,-16,12,0.3,-,-,
475,I. Barbas,C,STL,30,5,7,12,2,0,0,0,0,0,0,0,0,1,0,0,0,20,5,12,0.4,1.48,1.48,
476,C. Kelly,LW,ANA,82,5,7,12,23,5,0,0,0,0,1,0,0,2,0,2,0,85,-17,12,0.1,-,-,
477,L. Crouse,LW,ARI,72,5,7,12,48,20,0,0,0,0,1,0,0,2,0,0,0,84,-20,12,0.2,1,1.53,
478,B. Coburn,D,TB,80,5,7,12,50,10,0,0,0,0,1,0,0,0,0,0,0,102,-1,12,0.2,1.8,1.7,
479,D. DeKeys,D,DET,82,4,8,12,33,0,0,0,0,0,0,0,1,2,0,0,0,85,-22,12,0.1,5.5,5,
480,J. Jooris,RW,TOR,54,4,8,12,16,0,0,0,0,0,0,1,0,0,0,0,0,75,-2,12,0.2,-,-,
481,D. Setogu,RW,LA,45,4,8,12,14,0,1,0,0,1,0,0,0,0,0,0,0,60,-5,12,0.3,-,-,
482,P. Wierci,D,VAN,57,4,8,12,23,5,0,0,0,0,0,0,0,0,0,0,0,63,-18,12,0.2,-,-,
483,B. Mannin,D,EDM,65,3,9,12,83,45,0,0,0,0,1,0,0,1,0,1,0,84,-12,12,0.2,2,2.25,
484,X. Ouelle,D,MON,66,3,9,12,51,15,0,0,0,0,0,0,0,0,0,0,0,89,2,12,0.2,0.7,0.7,
485,C. Eakin,C,VEG,60,3,9,12,49,10,0,0,0,2,0,0,0,1,0,0,0,82,-7,12,0.2,3.85,3.85,
486,B. Chiaro,D,MON,59,2,10,12,33,5,0,0,0,0,0,0,0,0,0,0,0,49,2,12,0.2,3.5,3.5,
487,M. Haley,C,NYR,58,2,10,12,128,80,0,0,0,0,0,0,0,1,0,0,0,37,6,12,0.2,-,-,
488,M. Methot,D,DAL,68,0,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,69,13,12,0.2,-,-,
489,M. Raffl,RW,PHI,52,8,3,11,20,10,0,0,0,0,0,0,0,3,0,0,0,63,-7,11,0.2,1.8,1.6,
490,T. Pitlic,C,PHI,31,8,3,11,6,0,0,0,0,0,0,0,0,1,0,0,0,54,0,11,0.4,1,1,
491,J. Larsso,C,BUF,36,6,5,11,20,0,0,0,1,0,0,0,0,2,0,0,0,49,-7,11,0.3,1.55,1.55,
492,E. Fehr,C,MIN,53,6,5,11,14,0,0,0,0,0,0,0,0,3,0,1,0,62,2,11,0.2,-,-,
493,D. Nurse,D,EDM,44,5,6,11,33,15,0,0,0,0,0,0,0,0,0,0,0,85,0,11,0.3,3.2,3.2,
494,R. Polak,D,DAL,75,4,7,11,65,10,0,0,0,0,0,0,0,1,0,0,0,64,10,11,0.1,1.75,1.75,
495,M. Dano,C,CLB,38,4,7,11,10,0,0,0,2,0,0,0,0,0,0,0,0,44,0,11,0.3,0.8,0.8,
496,J. Hudler,C,DAL,32,3,8,11,4,0,0,0,1,0,0,0,0,1,0,0,0,27,-3,11,0.3,-,-,
497,F. Claess,D,CAR,33,3,8,11,4,0,0,0,0,0,0,1,0,0,0,0,0,25,5,11,0.3,0.7,0.7,
498,Z. Bogosi,D,BUF,56,2,9,11,46,10,0,0,0,1,0,0,1,1,0,0,0,73,-17,11,0.2,6,5.14,
499,R. Murray,D,CLB,60,2,9,11,24,0,0,0,0,1,0,1,0,0,0,0,0,52,3,11,0.2,4.5,4.6,
500,A. Clende,D,CLB,31,2,9,11,17,5,0,0,1,1,0,0,0,0,0,0,0,38,3,11,0.4,0.7,0.7,
501,D. Jaskin,RW,WAS,51,1,10,11,18,0,1,0,0,0,0,0,0,0,0,0,0,55,5,11,0.2,-,-,
502,J. Dotchi,D,STL,35,0,11,11,35,5,0,0,0,0,0,0,0,0,0,0,0,50,10,11,0.3,0.7,0.7,
503,C. Sisson,C,NAS,58,8,2,10,12,0,0,0,0,0,1,0,0,1,0,1,1,42,11,12,0.2,3.45,2.86,
504,S. Noesen,RW,DAL,44,8,2,10,24,0,0,0,0,0,0,0,0,0,0,0,0,63,6,10,0.2,-,-,
505,D. Malgin,C,FLA,47,6,4,10,8,0,0,0,2,0,0,0,1,1,0,0,0,67,-5,10,0.2,0.75,0.75,
506,R. Bouche,C,VAN,39,6,4,10,8,0,0,0,1,0,0,0,0,0,0,0,0,70,-6,10,0.3,0.73,0.73,
507,B. Flynn,C,STL,51,6,4,10,4,0,2,1,0,0,0,0,0,0,0,0,0,47,2,10,0.2,-,-,
508,A. Slepys,LW,EDM,41,4,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,55,5,10,0.2,-,-,
509,J. Ho-San,RW,NYI,21,4,6,10,12,0,1,0,1,1,0,0,0,0,0,0,0,22,1,10,0.5,0.87,0.87,
510,S. Johns,D,DAL,61,4,6,10,36,10,0,0,0,1,0,0,0,1,0,0,0,91,-10,10,0.2,2.8,2.35,
511,J. Cramar,LW,PIT,59,4,6,10,60,40,0,0,0,0,0,2,0,1,0,0,0,36,0,10,0.2,0.7,0.7,
512,C. Paquet,C,TB,58,4,6,10,80,20,0,0,0,0,0,0,0,0,0,0,0,68,-6,10,0.2,1.65,1.65,
513,M. Staal,D,NYR,72,3,7,10,34,0,0,0,0,0,0,1,0,0,0,0,0,70,9,10,0.1,5,5.7,
514,A. Pelech,D,NYI,44,3,7,10,6,0,0,0,0,0,0,0,0,0,0,0,0,40,-5,10,0.2,1.93,1.6,
515,L. Shaw,RW,WIN,55,3,7,10,10,0,0,0,0,0,1,1,0,1,0,0,0,59,3,10,0.2,0.7,0.7,
516,J. Leivo,LW,VAN,13,2,8,10,4,0,0,0,1,2,0,0,0,0,0,0,0,27,2,10,0.8,1.5,1.5,
517,A. Emelin,D,NAS,76,2,8,10,71,0,0,0,0,0,0,0,0,0,0,0,0,82,1,10,0.1,-,-,
518,C. Tanev,D,VAN,53,2,8,10,14,0,0,0,0,0,0,0,1,1,0,0,0,39,3,10,0.2,5.25,4.45,
519,B. Dillon,D,SJ,81,2,8,10,60,20,0,0,0,0,0,0,0,0,0,0,0,86,-2,10,0.1,3.9,3.27,
520,A. McQuai,D,CLB,77,2,8,10,71,25,0,0,0,0,0,1,0,1,0,0,0,64,4,10,0.1,-,-,
521,C. Ruhwed,D,PIT,34,2,8,10,8,0,0,0,0,3,0,0,0,0,0,0,0,45,9,10,0.3,0.7,0.7,
522,J. Josefs,C,BUF,38,1,9,10,16,0,3,2,0,1,0,0,0,1,0,0,0,44,-1,10,0.3,-,-,
523,N. Zadoro,D,COL,56,0,10,10,73,15,0,0,0,2,0,0,0,0,0,0,0,61,-20,10,0.2,3.2,3.2,
524,T. Graova,C,VAN,52,7,2,9,10,0,0,0,0,0,0,0,0,2,0,0,0,48,7,9,0.2,0.7,0.7,
525,M. Puempe,LW,DET,40,6,3,9,11,5,0,0,3,0,0,0,0,1,0,0,1,44,-11,11,0.3,0.7,0.68,
526,J. Skille,RW,OTT,55,5,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,73,0,9,0.2,-,-,
527,N. Soshni,RW,STL,56,5,4,9,16,0,2,0,0,1,0,0,0,0,0,0,0,70,1,9,0.2,-,-,
528,M. Martin,LW,NYI,82,5,4,9,123,65,0,0,0,0,0,0,0,0,0,0,0,66,0,9,0.1,1.75,2.5,
529,B. Richar,C,ARI,16,5,4,9,15,5,0,0,0,0,2,1,0,0,0,0,0,25,-1,9,0.6,1.4,1.25,
530,D. Smith-,RW,CAL,53,4,5,9,12,0,0,0,0,2,0,0,0,0,0,0,0,76,-19,9,0.2,-,-,
531,M. Chaput,C,ARI,68,4,5,9,29,5,0,0,0,0,0,0,0,0,0,0,0,64,-12,9,0.1,0.7,0.68,
532,N. Yakupo,RW,COL,40,3,6,9,14,0,1,0,0,0,0,0,0,0,0,0,0,35,-3,9,0.2,-,-,
533,J. Blandi,C,PIT,27,3,6,9,26,10,0,0,1,4,0,0,1,2,0,0,0,24,-10,9,0.3,0.7,0.7,
534,B. Smith,D,NYR,51,3,6,9,63,15,0,0,1,2,0,0,0,1,0,0,0,62,1,9,0.2,4.53,4.35,
535,S. Mayfie,D,NYI,25,2,7,9,35,15,0,0,0,0,0,0,0,0,0,0,0,39,-1,9,0.4,1.2,1.45,
536,N. Tryamk,D,VAN,66,2,7,9,64,10,0,0,0,0,0,0,0,0,0,0,0,65,-7,9,0.1,-,-,
537,D. Carr,LW,NAS,33,2,7,9,6,0,0,0,0,0,0,0,0,1,0,0,0,44,4,9,0.3,0.7,0.7,
538,J. Oduya,D,PHI,52,2,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,37,-4,9,0.2,-,-,
539,M. Sgarbo,C,WAS,38,2,7,9,9,5,0,0,1,1,0,0,0,0,0,0,0,33,-5,9,0.2,0.7,0.7,
540,S. Theodo,D,VEG,34,2,7,9,28,0,1,1,1,1,0,1,1,1,0,0,0,60,-6,9,0.3,5.2,5.2,
541,G. Patery,D,MIN,36,1,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,42,-1,9,0.3,2.25,2.25,
542,J. Garris,D,CHI,70,1,8,9,14,0,0,0,0,0,0,0,0,0,0,0,0,96,-8,9,0.1,-,-,
543,J. Ericss,D,DET,51,1,8,9,63,15,0,0,0,0,0,0,0,0,0,0,0,43,-2,9,0.2,4.25,4.25,
544,Y. Gourde,C,TB,20,6,2,8,8,0,0,0,0,0,1,0,1,1,0,0,0,30,-1,8,0.4,6.3,5.17,
545,W. Carrie,LW,VEG,41,5,3,8,21,5,0,0,0,0,0,0,0,1,0,0,0,50,-1,8,0.2,0.73,0.73,
546,J. McClem,C,PIT,65,5,3,8,18,0,0,0,0,0,1,0,0,1,0,0,0,37,-8,8,0.1,-,-,
547,Z. Sanfor,LW,STL,39,4,4,8,10,0,1,0,0,0,0,0,0,2,0,0,0,36,2,8,0.2,1.5,1.5,
548,J. Megna,C,COL,58,4,4,8,6,0,0,0,0,1,0,0,0,0,0,0,0,72,-4,8,0.1,0.7,0.7,
549,J. Colbor,C,COL,62,4,4,8,34,0,0,0,2,1,0,0,0,0,0,0,1,48,-21,10,0.2,-,-,
550,J. Nolan,C,STL,46,4,4,8,44,20,0,0,0,0,0,0,0,0,0,0,0,39,-3,8,0.2,0.7,0.7,
551,D. Rasmus,C,ANA,68,4,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,77,-4,8,0.1,-,-,
552,P. Bellem,C,COL,82,4,4,8,20,10,0,0,0,0,0,1,0,0,0,0,0,90,-1,8,0.1,2.15,1.8,
553,M. Belesk,LW,NYR,49,3,5,8,47,15,0,0,0,2,0,0,0,0,0,0,0,79,-10,8,0.2,3,3.8,
554,C. Folin,D,MON,51,2,6,8,26,0,0,0,0,0,0,0,0,0,0,0,0,39,10,8,0.2,0.8,0.8,
555,M. Kempny,D,WAS,50,2,6,8,22,0,0,0,0,0,0,0,0,0,0,0,0,67,1,8,0.2,2.7,2.5,
556,C. Carric,D,NJ,67,2,6,8,51,5,0,0,1,0,0,0,0,0,0,0,0,89,8,8,0.1,1.5,1.5,
557,A. Marche,D,TOR,41,1,7,8,12,0,0,0,0,0,0,1,0,0,0,0,0,36,7,8,0.2,-,-,
558,J. Puljuj,RW,EDM,28,1,7,8,10,0,0,0,1,0,0,0,0,0,0,0,0,41,5,8,0.3,-,-,
559,Y. Weber,D,NAS,73,1,7,8,25,5,0,0,0,0,0,0,0,1,0,0,0,72,1,8,0.1,0.7,0.68,
560,D. Demelo,D,OTT,25,1,7,8,14,0,0,0,0,0,0,0,0,0,0,0,0,32,2,8,0.3,0.9,0.9,
561,L. Schenn,D,TB,78,1,7,8,85,25,0,0,0,0,0,0,0,0,0,0,0,94,-9,8,0.1,0.7,0.7,
562,P. LaDue,D,LA,22,0,8,8,4,0,0,0,0,4,0,0,0,0,0,0,0,27,-5,8,0.4,0.85,0.83,
563,J. Falk,D,OTT,52,0,8,8,29,5,0,0,0,0,0,0,0,0,0,0,0,33,-3,8,0.2,-,-,
564,C. Wagner,RW,BOS,43,6,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,40,2,7,0.2,1.25,1.25,
565,J. Oleksi,D,DAL,41,5,2,7,37,15,0,0,0,0,0,1,0,1,0,0,0,33,-4,7,0.2,1.96,2.14,
566,D. Miller,RW,DET,55,5,2,7,18,0,0,0,0,0,0,0,0,1,0,0,0,43,-12,7,0.1,-,-,
567,M. Hendri,C,WIN,42,4,3,7,29,5,1,0,0,0,0,0,0,1,0,0,0,42,-3,7,0.2,-,-,
568,N. Lappin,RW,STL,43,4,3,7,17,5,0,0,0,0,0,0,0,0,0,0,0,57,-17,7,0.2,0.7,0.7,
569,A. Hemsky,RW,MON,15,4,3,7,0,0,1,0,1,1,0,0,0,0,0,0,0,30,-1,7,0.5,-,-,
570,T. Motte,C,VAN,33,4,3,7,14,0,0,0,0,0,0,0,0,0,0,0,0,46,2,7,0.2,0.98,0.98,
571,J. Mitche,C,CLB,65,3,4,7,45,5,0,0,0,0,0,0,0,1,0,0,0,57,-12,7,0.1,-,-,
572,J. Erikss,C,MIN,15,3,4,7,4,0,0,0,0,0,0,0,0,1,0,0,0,15,1,7,0.5,1.45,1.49,
573,G. McKegg,C,NYR,46,3,4,7,22,10,0,0,0,0,0,0,0,0,0,0,0,36,-3,7,0.2,0.75,0.75,
574,S. Ott,LW,MON,53,3,4,7,80,40,0,0,0,0,0,0,0,0,0,1,0,45,-8,7,0.1,-,-,
575,L. Bouma,LW,LA,61,3,4,7,35,15,0,0,0,0,0,0,0,1,0,0,0,53,-2,7,0.1,-,-,
576,A. Martin,LW,ANA,64,3,4,7,32,10,0,0,0,0,0,1,0,0,0,0,0,73,-14,7,0.1,0.75,0.75,
577,C. Rowney,C,ANA,27,3,4,7,4,0,0,0,0,0,0,0,0,1,0,0,0,24,2,7,0.3,1,1.13,
578,K. Holzer,D,ANA,32,2,5,7,23,5,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0.2,0.85,-,
579,M. Nutiva,D,CLB,66,2,5,7,6,0,0,0,0,0,0,0,0,0,0,0,0,66,7,7,0.1,2.5,2.7,
580,S. Santin,D,NAS,38,2,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,46,-6,7,0.2,1.5,1.42,
581,N. Prosse,D,PHI,39,2,5,7,12,0,0,0,0,1,0,0,0,0,0,0,0,20,0,7,0.2,0.7,0.7,
582,K. Gravel,D,TOR,49,1,6,7,6,0,0,0,1,1,0,0,0,0,0,0,0,52,3,7,0.1,0.7,0.7,
583,R. Sproul,D,CAL,27,1,6,7,6,0,0,0,1,2,0,0,0,0,0,0,0,46,-8,7,0.3,-,-,
584,P. Di Giu,LW,NYR,36,1,6,7,15,5,0,0,0,1,0,0,1,1,0,0,0,68,-12,7,0.2,0.7,0.7,
585,R. Elie,LW,BUF,18,1,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,15,5,7,0.4,0.7,0.7,
586,B. Lovejo,D,DAL,82,1,6,7,39,5,0,0,0,0,0,0,0,1,0,0,0,84,-7,7,0.1,-,-,
587,M. Marinc,D,TOR,25,1,6,7,16,0,0,0,0,0,0,1,0,0,0,0,0,22,3,7,0.3,0.7,0.7,
588,O. Maatta,D,CHI,55,1,6,7,12,0,0,0,0,0,0,0,0,0,0,0,0,66,17,7,0.1,4.08,4.08,
589,J. McCann,LW,PIT,29,1,6,7,4,0,0,0,0,1,0,0,0,0,0,0,0,44,-1,7,0.2,1.25,1.25,
590,A. Bitett,D,WIN,29,0,7,7,25,5,0,0,0,0,0,0,0,0,0,0,0,17,-1,7,0.2,0.7,0.7,
591,T. Fedun,D,DAL,27,0,7,7,16,0,0,0,0,3,0,0,0,0,0,0,0,24,3,7,0.3,0.7,0.74,
592,C. McLeod,LW,NAS,59,5,1,6,145,95,0,0,0,0,0,0,0,0,0,0,0,30,-3,6,0.1,-,-,
593,R. Lyubim,LW,PHI,47,4,2,6,8,0,1,0,0,0,0,0,0,1,0,0,0,41,-2,6,0.1,-,-,
594,E. Rodrig,LW,BUF,30,4,2,6,4,0,1,0,1,0,0,0,0,0,0,0,0,51,-7,6,0.2,2,2,
595,J. Brown,RW,MIN,64,3,3,6,73,35,0,0,0,0,1,0,0,1,0,0,0,67,-7,6,0.1,0.7,0.69,
596,T. Meier,RW,SJ,34,3,3,6,10,0,0,0,0,0,0,0,0,1,0,0,0,85,1,6,0.2,4,6,
597,J. Vrana,LW,WAS,21,3,3,6,2,0,0,0,3,1,0,0,0,2,0,0,0,32,2,6,0.3,3.7,3.35,
598,G. Smith,C,TB,17,3,3,6,21,5,0,0,0,0,1,0,0,0,0,0,0,19,-1,6,0.4,0.7,0.7,
599,E. Gryba,D,CAL,40,2,4,6,65,25,0,0,0,0,0,0,0,2,0,0,0,45,-5,6,0.2,-,-,
600,A. Kempe,C,LA,25,2,4,6,6,0,1,0,0,2,0,1,0,1,0,0,0,32,-3,6,0.2,1.25,2,
601,B. Montou,D,BUF,27,2,4,6,14,0,1,1,0,1,0,0,0,0,0,0,0,50,11,6,0.2,3.53,3.39,
602,K. Dahlbe,D,CAR,43,2,4,6,30,0,0,0,0,0,0,0,0,0,0,0,0,37,-12,6,0.1,-,-,
603,J. Gorges,D,BUF,66,1,5,6,50,10,0,0,0,0,0,0,0,0,0,0,0,40,-3,6,0.1,-,-,
604,E. Gudbra,D,PIT,30,1,5,6,18,10,0,0,0,0,0,0,0,1,0,0,0,40,-14,6,0.2,4.5,4,
605,B. Hunt,D,MIN,12,1,5,6,2,0,0,0,1,1,0,0,0,0,0,0,0,14,-1,6,0.5,0.7,0.7,
606,J. Merril,D,VEG,51,1,5,6,24,0,0,0,0,0,0,0,0,0,0,0,0,48,-9,6,0.1,1.48,1.38,
607,S. Gionta,RW,NYI,26,1,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,17,9,6,0.2,-,-,
608,J. Jokipa,D,WAS,41,1,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,29,-4,6,0.1,-,-,
609,P. Larsen,D,VAN,26,1,5,6,4,0,0,0,0,2,0,0,0,0,0,0,0,32,-8,6,0.2,-,-,
610,M. Tennys,D,NJ,45,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,36,-13,6,0.1,0.7,0.7,
611,D. Prout,D,SJ,29,0,6,6,44,5,0,0,0,0,0,0,0,0,0,0,0,13,-1,6,0.2,0.8,0.8,
612,C. Gunnar,D,STL,56,0,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,32,-5,6,0.1,1.75,1.75,
613,B. Boeser,RW,VAN,9,4,1,5,0,0,0,0,2,0,0,0,0,1,0,0,0,25,0,5,0.6,4,5.88,
614,J. Comphe,LW,COL,21,3,2,5,4,0,0,0,1,0,0,0,0,1,0,0,0,30,0,5,0.2,3.4,3.5,
615,T. Myers,D,VAN,11,2,3,5,13,5,0,0,0,0,0,1,0,0,0,0,0,16,5,5,0.5,7,6,
616,K. Connor,LW,WIN,20,2,3,5,4,0,0,0,0,2,0,0,0,1,0,0,0,24,-7,5,0.3,-,-,
617,G. Forsli,D,CAR,38,2,3,5,4,0,0,0,0,1,0,0,0,0,0,0,0,48,3,5,0.1,0.87,0.87,
618,J. Hayes,RW,PIT,58,2,3,5,29,15,2,1,0,0,0,0,0,1,0,0,0,74,-3,5,0.1,-,-,
619,D. Kuliko,D,WIN,47,2,3,5,26,0,0,0,1,2,0,0,0,0,0,0,0,42,-26,5,0.1,4.33,4.33,
620,N. Acciar,C,FLA,29,2,3,5,16,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,0.2,2,1.67,
621,M. McCarr,RW,MON,31,1,4,5,41,25,0,0,0,0,0,0,0,0,0,0,0,31,-4,5,0.2,0.7,0.7,
622,T. Chorne,D,CLB,18,1,4,5,11,5,0,0,0,0,0,0,0,1,0,0,0,19,8,5,0.3,-,-,
623,G. Hathaw,RW,WAS,26,1,4,5,44,20,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0.2,2,1.5,
624,T. Gilber,D,WAS,18,1,4,5,6,0,0,0,0,1,0,0,0,0,0,0,0,12,-4,5,0.3,-,-,
625,J. Honka,D,DAL,16,1,4,5,4,0,0,0,0,1,0,0,1,1,0,0,0,34,-4,5,0.3,-,-,
626,A. Nestra,C,CAR,19,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,27,-3,5,0.3,-,-,
627,B. Gaunce,C,BOS,57,0,5,5,33,5,0,0,0,0,0,0,0,0,0,0,0,51,-2,5,0.1,0.7,0.7,
628,S. Griffi,C,WIN,24,0,5,5,8,0,2,0,0,1,0,0,0,0,0,0,0,21,6,5,0.2,0.7,0.7,
