C,Name,Pos,City,GP,G,A,Pts,PIM,PIMB,SOA,SOG,PP,PPA,SH,SHA,OTG,GW,GT,EN,Hat.,S,+/-,PPts,PPts/GP,Sal,CapH,St
629,C. Goloub,D,OTT,33,0,5,5,25,5,0,0,0,0,0,0,0,0,0,0,0,35,-11,5,0.2,0.8,0.8,
630,J. Liles,D,BOS,36,0,5,5,4,0,0,0,0,3,0,0,0,0,0,0,0,36,1,5,0.1,-,-,
631,Z. Redmon,D,BUF,16,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,12,6,5,0.3,-,-,
632,N. Baptis,RW,TOR,14,3,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,16,1,4,0.3,-,-,
633,C. Thorbu,RW,STL,64,3,1,4,95,65,0,0,0,0,1,0,0,0,0,0,0,36,-7,4,0.1,-,-,
634,G. Dumont,C,MIN,39,2,2,4,29,15,0,0,0,0,0,0,0,0,0,0,0,34,1,4,0.1,0.7,0.7,
635,Y. Auvitu,D,EDM,25,2,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,54,1,4,0.2,-,-,
636,S. Thornt,RW,FLA,50,2,2,4,67,25,0,0,0,0,0,0,0,0,0,0,0,42,-7,4,0.1,-,-,
637,J. Bailey,RW,VAN,32,2,2,4,4,0,0,0,0,0,0,0,0,1,0,0,0,36,0,4,0.1,0.7,0.7,
638,C. Terry,LW,DET,14,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,4,0.3,0.7,0.68,
639,M. Stuart,D,CHI,42,2,2,4,27,5,0,0,0,0,0,0,0,1,0,0,0,24,4,4,0.1,-,-,
640,R. Callah,RW,OTT,18,2,2,4,23,5,1,0,0,0,0,0,0,1,0,0,0,22,-4,4,0.2,4.7,5.8,
641,V. Fiddle,C,NAS,59,2,2,4,66,10,0,0,0,0,1,0,0,0,0,0,0,48,-15,4,0.1,-,-,
642,B. Tanev,LW,PIT,51,2,2,4,26,5,0,0,0,0,0,0,0,1,0,0,0,54,-6,4,0.1,3.5,3.5,
643,B. Smith,RW,TOR,40,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,30,-7,4,0.1,-,-,
644,H. Zolnie,D,FLA,24,2,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,19,-2,4,0.2,-,-,
645,R. Carpen,C,CHI,11,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,5,4,0.4,1,1,
646,S. Kalini,C,NJ,43,2,2,4,15,5,0,0,0,0,0,0,0,0,0,0,0,38,-14,4,0.1,-,-,
647,B. McNabb,D,VEG,49,2,2,4,54,30,0,0,0,0,0,0,0,0,0,0,0,47,1,4,0.1,2.5,2.5,
648,I. Pakari,RW,EDM,14,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,15,2,4,0.3,-,-,
649,R. Bortuz,D,STL,38,1,3,4,15,5,0,0,0,0,0,0,0,0,0,0,0,45,11,4,0.1,1.38,1.38,
650,C. Lazar,C,BUF,37,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,26,-8,4,0.1,0.7,0.7,
651,C. Neil,RW,OTT,53,1,3,4,63,35,1,0,0,0,0,0,0,0,0,0,0,42,-11,4,0.1,-,-,
652,C. Gaunce,D,TB,12,1,3,4,13,5,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0.3,0.7,0.7,
653,A. Lander,C,EDM,22,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,12,2,4,0.2,-,-,
654,M. Sorens,LW,SJ,19,1,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,27,-1,4,0.2,1.5,1.5,
655,J. Quenne,C,CHI,12,1,3,4,2,0,1,0,1,1,0,0,0,0,0,0,0,21,1,4,0.3,0.7,0.75,
656,J. Hayden,RW,NJ,12,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,22,3,4,0.3,0.8,0.75,
657,D. Dorset,RW,VAN,14,1,3,4,33,15,0,0,0,0,0,0,0,0,0,0,0,24,-6,4,0.3,-,-,
658,C. Conach,C,TB,11,1,3,4,4,0,0,0,1,0,0,0,0,0,0,0,0,16,0,4,0.4,0.7,0.7,
659,N. Schult,D,PHI,28,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,0.1,-,-,
660,S. Koekko,D,CHI,29,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,27,-4,4,0.1,0.93,0.93,
661,L. Witkow,D,TB,34,0,4,4,39,15,0,0,0,0,0,0,0,0,0,0,0,24,-1,4,0.1,0.7,0.7,
662,D. Grant,C,ANA,46,0,4,4,24,10,0,0,0,0,0,0,0,0,0,0,0,40,-5,4,0.1,0.7,-,
663,J. Kindl,D,FLA,39,0,4,4,28,0,0,0,0,0,0,0,0,0,0,0,0,41,-11,4,0.1,-,-,
664,N. Goldob,RW,VAN,14,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,3,0.2,0.9,0.9,
665,C. Fische,RW,ARI,7,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,3,0.4,0.83,0.82,
666,A. Erne,LW,DET,26,3,0,3,11,5,0,0,0,0,0,0,0,0,0,0,0,40,-9,3,0.1,1.05,1.05,
667,J. Archib,RW,EDM,10,3,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,11,3,3,0.3,1,1,
668,J. Tootoo,RW,CHI,50,2,1,3,28,20,0,0,0,0,0,0,0,0,0,0,0,43,-6,3,0.1,-,-,
669,L. Dauphi,C,NAS,24,2,1,3,12,0,0,0,0,0,1,0,0,1,0,0,0,32,-2,3,0.1,0.7,0.7,
670,K. Rau,C,MIN,24,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,-3,3,0.1,0.7,0.7,
671,R. Garbut,LW,ANA,27,2,1,3,20,0,1,0,0,0,0,1,0,1,0,0,0,26,-3,3,0.1,-,-,
672,M. Bourni,LW,TB,19,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,25,-3,3,0.2,-,-,
673,S. Harper,RW,LA,14,2,1,3,18,10,0,0,0,0,0,0,0,0,0,0,0,13,-1,3,0.2,-,-,
674,F. Gauthi,C,TOR,21,2,1,3,23,5,0,0,0,0,0,0,0,0,0,0,0,15,2,3,0.1,0.7,0.68,
675,M. Borowi,D,OTT,70,1,2,3,154,65,0,0,0,0,0,0,0,0,0,0,0,50,-3,3,0,1.2,1.2,
676,M. Rozsiv,D,CHI,22,1,2,3,14,0,0,0,0,0,0,0,0,1,0,0,0,16,-3,3,0.1,-,-,
677,C. Stoner,D,VEG,14,1,2,3,28,10,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0.2,-,-,
678,Z. Dalpe,C,CLB,9,1,2,3,9,5,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0.3,0.75,0.75,
679,S. Harrin,D,CLB,22,1,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,0.1,1.6,1.63,
680,K. Agosti,LW,TOR,7,1,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,17,0,3,0.4,0.7,0.7,
681,B. Kulak,D,MON,21,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,19,-3,3,0.1,1.95,1.85,
682,P. Nemeth,D,DET,40,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,46,-4,3,0.1,3.2,3,
683,G. Olofss,D,MON,13,0,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,7,-1,3,0.2,0.7,0.7,
684,J. Boll,RW,ANA,51,0,3,3,87,75,0,0,0,0,0,0,0,0,0,0,0,13,-3,3,0.1,-,-,
685,K. Stolle,D,NJ,11,0,3,3,13,0,0,0,0,3,0,0,0,0,0,0,0,11,-5,3,0.3,-,-,
686,B. Davids,D,CAL,38,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,42,-2,3,0.1,0.7,0.7,
687,P. Thomps,RW,FLA,21,0,3,3,22,10,0,0,0,0,0,0,0,0,0,0,0,19,-4,3,0.1,0.7,0.68,
688,J. Vermin,RW,TB,18,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,0.2,-,-,
689,A. Biega,D,VAN,36,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,37,-4,3,0.1,0.7,0.83,
690,J. Dickin,C,DAL,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-3,2,0.2,1.5,1.5,
691,F. Hamilt,C,ARI,26,2,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,30,-3,2,0.1,-,-,
692,T. Pulkki,LW,VEG,13,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,2,0.2,-,-,
693,M. Greene,D,LA,26,1,1,2,19,5,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0.1,-,-,
694,P. Aberg,LW,TOR,15,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,-2,2,0.1,0.7,0.7,
695,N. Thomps,C,MON,30,1,1,2,14,10,0,0,0,0,0,0,0,0,0,0,0,19,4,2,0.1,1,1,
696,T. Glass,LW,CAL,11,1,1,2,17,15,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0.2,-,-,
697,T. Leier,LW,PHI,10,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,2,0.2,-,-,
698,M. Muelle,D,NJ,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0.5,1.4,1.4,
699,S. Kampfe,D,BOS,11,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,2,0.2,0.8,0.8,
700,M. Hannik,LW,CLB,10,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0.2,0.75,0.75,
701,M. Bartko,D,MIN,24,1,1,2,26,10,0,0,0,0,0,0,0,0,0,0,0,16,-4,2,0.1,0.7,0.7,
702,M. Michal,RW,TOR,5,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,-2,2,0.4,-,-,
703,B. Colema,C,NJ,23,1,1,2,27,5,0,0,0,0,0,0,0,0,0,0,0,29,-7,2,0.1,1.8,1.8,
704,A. Blidh,LW,BOS,19,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,26,-2,2,0.1,0.7,0.7,
705,M. Peca,C,MON,10,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,-3,2,0.2,1.3,1.3,
706,R. Murphy,D,NJ,27,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,17,-11,2,0.1,-,-,
707,C. Hudon,LW,MON,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.7,0.8,0.8,
708,L. Wallma,C,CAR,8,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0.3,0.7,0.68,
709,J. Schmal,D,TOR,9,0,2,2,4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,2,0.2,0.7,0.7,
710,D. Shore,C,VAN,14,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,11,-3,2,0.1,-,-,
711,J. Melchi,D,NJ,18,0,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0.1,-,-,
712,N. Deslau,LW,ANA,42,0,2,2,38,20,0,0,0,0,0,0,0,0,0,0,0,26,-6,2,0,0.95,0.95,
713,T. Rattie,RW,EDM,9,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-2,2,0.2,-,-,
714,M. Fayne,D,BOS,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0.5,-,-,
715,J. Brodzi,LW,SJ,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,2,0.3,0.7,0.7,
716,A. Andreo,LW,PHI,36,0,2,2,70,10,0,0,0,0,0,0,0,0,0,0,0,38,-2,2,0.1,0.75,0.75,
717,M. Hrivik,LW,CAL,16,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,15,-3,2,0.1,-,-,
718,C. Keller,RW,ARI,3,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3,2,0.7,0.83,0.89,
719,B. Strait,D,NJ,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,2,0.4,0.7,0.68,
720,T. Purcel,RW,BOS,12,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0.2,-,-,
721,T. Sestit,LW,PIT,13,0,2,2,48,15,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.2,-,-,
722,J. Dowlin,C,DAL,9,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,11,0,2,0.2,0.75,0.75,
723,P. Cehlar,LW,BOS,11,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,0.2,0.7,0.7,
724,V. Sobotk,C,BUF,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,3.5,
725,T. Jurco,LW,EDM,29,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,35,-12,1,0,0.75,0.75,
726,S. Helges,D,NYI,9,1,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0.1,0.7,0.68,
727,T. Jost,C,COL,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,-5,1,0.2,0.83,0.89,
728,D. McIlra,D,DET,6,1,0,1,14,10,0,0,0,0,0,0,0,0,0,0,0,3,-2,1,0.2,0.7,0.7,
729,K. Kapane,RW,TOR,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-2,1,0.1,4.4,3.2,
730,W. Megan,C,DET,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0.3,-,-,
731,B. Bickel,LW,CAR,11,1,0,1,4,0,1,1,1,0,0,0,0,1,0,0,0,8,-4,1,0.1,-,-,
732,V. Zykov,LW,VEG,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0.5,0.7,0.68,
733,M. Reilly,D,MON,17,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0.1,1.5,1.5,
734,J. Khaira,C,EDM,10,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,10,1,1,0.1,1.1,1.2,
735,D. O'Rega,C,BUF,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,-2,1,0.3,0.7,0.7,
736,B. Gordon,RW,PHI,13,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,-5,1,0.1,-,-,
737,C. McDona,RW,NYI,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0.3,-,-,
738,S. Henley,C,COL,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-,-,
739,T. Nosek,LW,VEG,11,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,19,-1,1,0.1,1,1,
740,N. Scherb,RW,LA,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0.3,-,-,
741,C. O'Reil,C,PHI,11,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3,-6,1,0.1,-,-,
742,C. Bertsc,C,MIN,5,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0.2,-,-,
743,A. Rodin,RW,ANA,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0.3,-,-,
744,D. Simon,RW,PIT,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0.5,0.75,0.75,
745,K. Connau,D,COL,24,0,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,21,-1,1,0,1.5,1.38,
746,D. Warsof,D,PIT,7,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,14,-3,1,0.1,0.7,0.7,
747,M. Carle,D,NAS,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0.2,-,-,
748,G. Carlss,D,CLB,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,1,0.5,0.83,0.89,
749,A. Desjar,C,NYR,46,0,1,1,22,10,0,0,0,0,0,0,0,0,0,0,0,46,-6,1,0,-,-,
750,A. Nyland,LW,CHI,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,1,0.3,0.83,0.86,
751,R. Grimal,RW,NAS,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,-3,1,0.3,1,1,
752,E. Gelina,D,MON,27,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,29,-4,1,0,-,-,
753,K. Gabrie,RW,PHI,13,0,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.1,0.7,0.7,
754,M. Lorito,RW,NYI,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.5,0.7,0.68,
755,S. Kuraly,C,BOS,8,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,1,0.1,1.48,1.28,
756,S. Oleksy,D,TOR,11,0,1,1,24,10,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0.1,-,-,
757,S. Tolchi,LW,CAR,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0.5,-,-,
758,A. Greer,LW,COL,5,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,-2,1,0.2,0.74,0.74,
759,J. Virtan,RW,VAN,10,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0.1,1.5,1.25,
760,B. Goodro,RW,SJ,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.3,1,0.93,
761,C. Schnei,LW,NAS,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0.3,-,-,
762,T. Gaudet,C,TOR,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.3,0.7,0.7,
763,D. Strome,C,CHI,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-5,1,0.1,0.83,0.86,
764,I. McCosh,D,FLA,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.7,0.7,
765,C. Smith,LW,BUF,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0.5,0.7,0.7,
766,N. Sorens,RW,ANA,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,1,0.2,-,-,
767,H. Faschi,RW,ARI,10,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,1,0.1,0.73,0.74,
768,F. Gaudre,C,NAS,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0.1,0.7,0.67,
769,J. Morrow,D,NYR,17,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,19,-4,1,0.1,-,-,
770,B. Street,C,NJ,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0.2,0.75,0.75,
771,B. Pietil,LW,ANA,10,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9,-5,1,0.1,0.7,0.7,
772,H. Shinka,LW,CAR,7,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,-3,1,0.1,-,-,
773,P. Granbe,D,NAS,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-,-,
774,P. Carey,C,BOS,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-2,0,0,0.7,0.7,
775,J. Forsba,C,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,
776,S. Malone,C,BUF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
777,C. White,C,OTT,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.75,
778,M. Kapla,D,TOR,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,-,-,
779,M. Vecchi,RW,STL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.7,0.7,
780,G. Molino,C,VAN,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,0,0,-,-,
781,B. Speers,C,NJ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.7,0.73,
782,T. Heed,D,SJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.96,0.96,
783,E. Burgdo,D,WAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,-,-,
784,A. Englun,D,OTT,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,0,-,-,
785,S. Laught,C,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2.3,2.3,
786,P. Varone,C,MON,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0.7,0.7,
787,M. Jankow,C,CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1.68,
788,S. Abbott,LW,ANA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
789,E. Svechn,RW,DET,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0.83,0.86,
790,J. Naklad,D,CAR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-4,0,0,-,-,
791,D. Heinen,C,BOS,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,-3,0,0,2.83,2.8,
792,B. Nieves,C,NYR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.7,0.7,
793,M. Grzelc,D,BOS,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.4,1.4,
794,J. Larsso,D,ANA,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0.83,0.89,
795,A. Lindho,D,COL,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,-8,0,0,0.74,0.74,
796,O. Sundqv,C,STL,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,-4,0,0,2.25,2.75,
797,C. Nelson,D,BUF,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,-3,0,0,0.83,0.81,
798,M. Barzal,C,NYI,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0.83,0.86,
799,R. Barber,RW,MON,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.7,
800,T. Tynan,C,COL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0.7,0.7,
801,K. Kossil,C,TOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
802,R. O'Gara,D,STL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-,-,
803,R. Pulock,D,NYI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.65,2,
804,T. Richar,C,TB,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,-,-,
805,D. Poulio,D,STL,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,-4,0,0,0.7,0.7,
806,C. Jones,C,NYI,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,-,-,
807,K. Rooney,C,NJ,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,0.7,0.7,
808,J. Roslov,C,WIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0.83,0.89,
809,Z. Michal,D,ARI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,-,-,
810,D. Gurian,RW,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.83,0.89,
811,E. McEnen,D,VAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
812,N. Kerdil,LW,WIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,
813,M. Sergac,D,TB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.83,0.89,
814,D. Renouf,D,COL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
815,B. Robins,RW,CAL,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.7,0.7,
816,A. Potura,RW,ANA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0.7,0.7,
817,R. Anders,D,CAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.78,0.76,
818,L. O'Brie,C,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,
819,J. De La ,C,DET,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,0,0,0.95,0.9,
820,N. Nogier,D,WIN,10,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,8,-1,0,0,0.7,0.7,
821,B. Rendul,RW,VAN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,
822,M. Weegar,D,FLA,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.6,1.6,
823,N. Paul,LW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0.75,0.75,
824,B. Harpur,D,TOR,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0.8,0.73,
825,T. Bertuz,LW,DET,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,1.4,1.4,
826,T. Wother,D,PHI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-2,0,0,0.7,0.7,
827,A. Grenie,RW,CAL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-,-,
828,N. Jensen,RW,NYR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-2,0,0,-,-,
829,C. Bailey,C,WAS,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0,0,-,-,
830,M. Liamba,LW,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.7,0.68,
831,S. Morin,D,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.7,
832,F. Corrad,D,PIT,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,-,-,
833,B. Farnha,RW,FLA,3,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-,-,
834,J. Dea,C,BUF,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,0.7,
835,J. Oester,D,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,1.2,1.4,
836,D. Simpso,D,CLB,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.7,0.68,
837,S. Milano,LW,CLB,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,0.87,0.87,
